DATETIME,Level
2017-09-01T12:16:00,2276.331543
2017-09-01T12:17:00,2276.070231
2017-09-01T12:18:00,2276.291341
2017-09-01T12:19:00,2276.331543
2017-09-01T12:20:00,2277.296191
2017-09-01T12:21:00,2277.115381
2017-09-01T12:22:00,2275.326497
2017-09-01T12:23:00,2276.321493
2017-09-01T12:24:00,2276.009928
2017-09-01T12:25:00,2276.090356
2017-09-01T12:26:00,2276.331543
2017-09-01T12:27:00,2275.481274
2017-09-01T12:28:00,2277.296216
2017-09-01T12:29:00,2276.296366
2017-09-01T12:30:00,2276.070231
2017-09-01T12:31:00,2275.439063
2017-09-01T12:32:00,2276.100382
2017-09-01T12:33:00,2275.959676
2017-09-01T12:34:00,2275.427002
2017-09-01T12:35:00,2275.60791
2017-09-01T12:36:00,2275.60791
2017-09-01T12:37:00,2274.769883
2017-09-01T12:38:00,2275.984802
2017-09-01T12:39:00,2274.502547
2017-09-01T12:40:00,2275.004968
2017-09-01T12:41:00,2276.21098
2017-09-01T12:42:00,2274.432227
2017-09-01T12:43:00,2275.065259
2017-09-01T12:44:00,2276.120508
2017-09-01T12:45:00,2275.113491
2017-09-01T12:46:00,2274.775864
2017-09-01T12:47:00,2275.9245
2017-09-01T12:48:00,2275.668213
2017-09-01T12:49:00,2276.120483
2017-09-01T12:50:00,2275.140564
2017-09-01T12:51:00,2274.974805
2017-09-01T12:52:00,2273.995044
2017-09-01T12:53:00,2275.427002
2017-09-01T12:54:00,2275.427002
2017-09-01T12:55:00,2275.336563
2017-09-01T12:56:00,2275.035059
2017-09-01T12:57:00,2275.033268
2017-09-01T12:58:00,2274.643193
2017-09-01T12:59:00,2274.607051
2017-09-01T13:00:00,2274.221191
2017-09-01T13:01:00,2274.221191
2017-09-01T13:02:00,2274.221191
2017-09-01T13:03:00,2274.703516
2017-09-01T13:04:00,2274.136768
2017-09-01T13:05:00,2274.643193
2017-09-01T13:06:00,2274.145776
2017-09-01T13:07:00,2274.607051
2017-09-01T13:08:00,2274.221191
2017-09-01T13:09:00,2274.221191
2017-09-01T13:10:00,2274.000081
2017-09-01T13:11:00,2274.140788
2017-09-01T13:12:00,2274.221191
2017-09-01T13:13:00,2274.221191
2017-09-01T13:14:00,2274.000081
2017-09-01T13:15:00,2274.140788
2017-09-01T13:16:00,2274.221191
2017-09-01T13:17:00,2274.221191
2017-09-01T13:18:00,2274.221191
2017-09-01T13:19:00,2274.221191
2017-09-01T13:20:00,2274.221191
2017-09-01T13:21:00,2274.221191
2017-09-01T13:22:00,2274.221191
2017-09-01T13:23:00,2273.557861
2017-09-01T13:24:00,2273.75887
2017-09-01T13:25:00,2273.919678
2017-09-01T13:26:00,2274.140788
2017-09-01T13:27:00,2274.221191
2017-09-01T13:28:00,2274.221191
2017-09-01T13:29:00,2274.000081
2017-09-01T13:30:00,2274.140788
2017-09-01T13:31:00,2274.000081
2017-09-01T13:32:00,2274.140788
2017-09-01T13:33:00,2274.221191
2017-09-01T13:34:00,2274.221191
2017-09-01T13:35:00,2274.000081
2017-09-01T13:36:00,2274.140788
2017-09-01T13:37:00,2274.000081
2017-09-01T13:38:00,2274.140788
2017-09-01T13:39:00,2274.000081
2017-09-01T13:40:00,2274.140788
2017-09-01T13:41:00,2274.000081
2017-09-01T13:42:00,2274.140788
2017-09-01T13:43:00,2274.000081
2017-09-01T13:44:00,2273.919678
